clean_id,evaluation_group,subset,category,filename,image_path
original_xl::XL-Synthetic_12_B.bmp,original,xl,controlled_original,XL-Synthetic_12_B.bmp,/home/kali/stego_dataset_expanded/covers_extended_xl/XL-Synthetic_12_B.bmp
original_xl::XL-Synthetic_12_P.png,original,xl,controlled_original,XL-Synthetic_12_P.png,/home/kali/stego_dataset_expanded/covers_extended_xl/XL-Synthetic_12_P.png
original_xl::XL-Synthetic_13_B.bmp,original,xl,controlled_original,XL-Synthetic_13_B.bmp,/home/kali/stego_dataset_expanded/covers_extended_xl/XL-Synthetic_13_B.bmp
original_xl::XL-Synthetic_13_P.png,original,xl,controlled_original,XL-Synthetic_13_P.png,/home/kali/stego_dataset_expanded/covers_extended_xl/XL-Synthetic_13_P.png
original_xl::XL-Synthetic_14_B.bmp,original,xl,controlled_original,XL-Synthetic_14_B.bmp,/home/kali/stego_dataset_expanded/covers_extended_xl/XL-Synthetic_14_B.bmp
original_xl::XL-Synthetic_14_P.png,original,xl,controlled_original,XL-Synthetic_14_P.png,/home/kali/stego_dataset_expanded/covers_extended_xl/XL-Synthetic_14_P.png
original_xl::XL-Synthetic_15_B.bmp,original,xl,controlled_original,XL-Synthetic_15_B.bmp,/home/kali/stego_dataset_expanded/covers_extended_xl/XL-Synthetic_15_B.bmp
original_xl::XL-Synthetic_15_P.png,original,xl,controlled_original,XL-Synthetic_15_P.png,/home/kali/stego_dataset_expanded/covers_extended_xl/XL-Synthetic_15_P.png
original_xl::XL-Synthetic_1_B.bmp,original,xl,controlled_original,XL-Synthetic_1_B.bmp,/home/kali/stego_dataset_expanded/covers_extended_xl/XL-Synthetic_1_B.bmp
original_xl::XL-Synthetic_1_P.png,original,xl,controlled_original,XL-Synthetic_1_P.png,/home/kali/stego_dataset_expanded/covers_extended_xl/XL-Synthetic_1_P.png
original_xl::XL-Synthetic_2_B.bmp,original,xl,controlled_original,XL-Synthetic_2_B.bmp,/home/kali/stego_dataset_expanded/covers_extended_xl/XL-Synthetic_2_B.bmp
original_xl::XL-Synthetic_2_P.png,original,xl,controlled_original,XL-Synthetic_2_P.png,/home/kali/stego_dataset_expanded/covers_extended_xl/XL-Synthetic_2_P.png
original_xl::XL-Synthetic_3_B.bmp,original,xl,controlled_original,XL-Synthetic_3_B.bmp,/home/kali/stego_dataset_expanded/covers_extended_xl/XL-Synthetic_3_B.bmp
original_xl::XL-Synthetic_3_P.png,original,xl,controlled_original,XL-Synthetic_3_P.png,/home/kali/stego_dataset_expanded/covers_extended_xl/XL-Synthetic_3_P.png
original_xl::XL-Synthetic_4_B.bmp,original,xl,controlled_original,XL-Synthetic_4_B.bmp,/home/kali/stego_dataset_expanded/covers_extended_xl/XL-Synthetic_4_B.bmp
original_xl::XL-Synthetic_4_P.png,original,xl,controlled_original,XL-Synthetic_4_P.png,/home/kali/stego_dataset_expanded/covers_extended_xl/XL-Synthetic_4_P.png
original_xl::XL-Synthetic_5_B.bmp,original,xl,controlled_original,XL-Synthetic_5_B.bmp,/home/kali/stego_dataset_expanded/covers_extended_xl/XL-Synthetic_5_B.bmp
original_xl::XL-Synthetic_5_P.png,original,xl,controlled_original,XL-Synthetic_5_P.png,/home/kali/stego_dataset_expanded/covers_extended_xl/XL-Synthetic_5_P.png
original_xl::XL-Synthetic_6_B.bmp,original,xl,controlled_original,XL-Synthetic_6_B.bmp,/home/kali/stego_dataset_expanded/covers_extended_xl/XL-Synthetic_6_B.bmp
original_xl::XL-Synthetic_6_P.png,original,xl,controlled_original,XL-Synthetic_6_P.png,/home/kali/stego_dataset_expanded/covers_extended_xl/XL-Synthetic_6_P.png
original_xl::XL-Synthetic_7_B.bmp,original,xl,controlled_original,XL-Synthetic_7_B.bmp,/home/kali/stego_dataset_expanded/covers_extended_xl/XL-Synthetic_7_B.bmp
original_xl::XL-Synthetic_7_P.png,original,xl,controlled_original,XL-Synthetic_7_P.png,/home/kali/stego_dataset_expanded/covers_extended_xl/XL-Synthetic_7_P.png
original_xl::XL-Synthetic_8_B.bmp,original,xl,controlled_original,XL-Synthetic_8_B.bmp,/home/kali/stego_dataset_expanded/covers_extended_xl/XL-Synthetic_8_B.bmp
original_xl::XL-Synthetic_8_P.png,original,xl,controlled_original,XL-Synthetic_8_P.png,/home/kali/stego_dataset_expanded/covers_extended_xl/XL-Synthetic_8_P.png
original_xl::XL-Synthetic_9_B.bmp,original,xl,controlled_original,XL-Synthetic_9_B.bmp,/home/kali/stego_dataset_expanded/covers_extended_xl/XL-Synthetic_9_B.bmp
original_xl::XL-Synthetic_9_P.png,original,xl,controlled_original,XL-Synthetic_9_P.png,/home/kali/stego_dataset_expanded/covers_extended_xl/XL-Synthetic_9_P.png
camera_photos_001,expanded,independent,camera_photos,camera_photos_001.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/camera_photos/camera_photos_001.png
camera_photos_002,expanded,independent,camera_photos,camera_photos_002.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/camera_photos/camera_photos_002.png
camera_photos_003,expanded,independent,camera_photos,camera_photos_003.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/camera_photos/camera_photos_003.png
camera_photos_004,expanded,independent,camera_photos,camera_photos_004.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/camera_photos/camera_photos_004.png
camera_photos_005,expanded,independent,camera_photos,camera_photos_005.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/camera_photos/camera_photos_005.png
camera_photos_006,expanded,independent,camera_photos,camera_photos_006.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/camera_photos/camera_photos_006.png
camera_photos_007,expanded,independent,camera_photos,camera_photos_007.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/camera_photos/camera_photos_007.png
camera_photos_008,expanded,independent,camera_photos,camera_photos_008.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/camera_photos/camera_photos_008.png
camera_photos_009,expanded,independent,camera_photos,camera_photos_009.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/camera_photos/camera_photos_009.png
camera_photos_010,expanded,independent,camera_photos,camera_photos_010.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/camera_photos/camera_photos_010.png
camera_photos_011,expanded,independent,camera_photos,camera_photos_011.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/camera_photos/camera_photos_011.png
camera_photos_012,expanded,independent,camera_photos,camera_photos_012.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/camera_photos/camera_photos_012.png
camera_photos_013,expanded,independent,camera_photos,camera_photos_013.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/camera_photos/camera_photos_013.png
camera_photos_014,expanded,independent,camera_photos,camera_photos_014.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/camera_photos/camera_photos_014.png
camera_photos_015,expanded,independent,camera_photos,camera_photos_015.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/camera_photos/camera_photos_015.png
camera_photos_016,expanded,independent,camera_photos,camera_photos_016.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/camera_photos/camera_photos_016.png
camera_photos_017,expanded,independent,camera_photos,camera_photos_017.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/camera_photos/camera_photos_017.png
camera_photos_018,expanded,independent,camera_photos,camera_photos_018.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/camera_photos/camera_photos_018.png
camera_photos_019,expanded,independent,camera_photos,camera_photos_019.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/camera_photos/camera_photos_019.png
camera_photos_020,expanded,independent,camera_photos,camera_photos_020.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/camera_photos/camera_photos_020.png
camera_photos_021,expanded,independent,camera_photos,camera_photos_021.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/camera_photos/camera_photos_021.png
camera_photos_022,expanded,independent,camera_photos,camera_photos_022.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/camera_photos/camera_photos_022.png
camera_photos_023,expanded,independent,camera_photos,camera_photos_023.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/camera_photos/camera_photos_023.png
camera_photos_024,expanded,independent,camera_photos,camera_photos_024.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/camera_photos/camera_photos_024.png
camera_photos_025,expanded,independent,camera_photos,camera_photos_025.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/camera_photos/camera_photos_025.png
camera_photos_026,expanded,independent,camera_photos,camera_photos_026.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/camera_photos/camera_photos_026.png
camera_photos_027,expanded,independent,camera_photos,camera_photos_027.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/camera_photos/camera_photos_027.png
camera_photos_028,expanded,independent,camera_photos,camera_photos_028.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/camera_photos/camera_photos_028.png
camera_photos_029,expanded,independent,camera_photos,camera_photos_029.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/camera_photos/camera_photos_029.png
camera_photos_030,expanded,independent,camera_photos,camera_photos_030.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/camera_photos/camera_photos_030.png
camera_photos_031,expanded,independent,camera_photos,camera_photos_031.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/camera_photos/camera_photos_031.png
camera_photos_032,expanded,independent,camera_photos,camera_photos_032.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/camera_photos/camera_photos_032.png
camera_photos_033,expanded,independent,camera_photos,camera_photos_033.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/camera_photos/camera_photos_033.png
camera_photos_034,expanded,independent,camera_photos,camera_photos_034.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/camera_photos/camera_photos_034.png
camera_photos_035,expanded,independent,camera_photos,camera_photos_035.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/camera_photos/camera_photos_035.png
camera_photos_036,expanded,independent,camera_photos,camera_photos_036.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/camera_photos/camera_photos_036.png
camera_photos_037,expanded,independent,camera_photos,camera_photos_037.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/camera_photos/camera_photos_037.png
camera_photos_038,expanded,independent,camera_photos,camera_photos_038.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/camera_photos/camera_photos_038.png
camera_photos_039,expanded,independent,camera_photos,camera_photos_039.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/camera_photos/camera_photos_039.png
camera_photos_040,expanded,independent,camera_photos,camera_photos_040.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/camera_photos/camera_photos_040.png
camera_photos_041,expanded,independent,camera_photos,camera_photos_041.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/camera_photos/camera_photos_041.png
camera_photos_042,expanded,independent,camera_photos,camera_photos_042.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/camera_photos/camera_photos_042.png
camera_photos_043,expanded,independent,camera_photos,camera_photos_043.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/camera_photos/camera_photos_043.png
camera_photos_044,expanded,independent,camera_photos,camera_photos_044.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/camera_photos/camera_photos_044.png
camera_photos_045,expanded,independent,camera_photos,camera_photos_045.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/camera_photos/camera_photos_045.png
camera_photos_046,expanded,independent,camera_photos,camera_photos_046.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/camera_photos/camera_photos_046.png
camera_photos_047,expanded,independent,camera_photos,camera_photos_047.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/camera_photos/camera_photos_047.png
camera_photos_048,expanded,independent,camera_photos,camera_photos_048.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/camera_photos/camera_photos_048.png
camera_photos_049,expanded,independent,camera_photos,camera_photos_049.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/camera_photos/camera_photos_049.png
camera_photos_050,expanded,independent,camera_photos,camera_photos_050.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/camera_photos/camera_photos_050.png
scanned_documents_001,expanded,independent,document_scans,scanned_documents_001.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/document_scans/scanned_documents_001.png
scanned_documents_002,expanded,independent,document_scans,scanned_documents_002.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/document_scans/scanned_documents_002.png
scanned_documents_003,expanded,independent,document_scans,scanned_documents_003.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/document_scans/scanned_documents_003.png
scanned_documents_004,expanded,independent,document_scans,scanned_documents_004.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/document_scans/scanned_documents_004.png
scanned_documents_005,expanded,independent,document_scans,scanned_documents_005.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/document_scans/scanned_documents_005.png
scanned_documents_006,expanded,independent,document_scans,scanned_documents_006.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/document_scans/scanned_documents_006.png
scanned_documents_007,expanded,independent,document_scans,scanned_documents_007.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/document_scans/scanned_documents_007.png
scanned_documents_008,expanded,independent,document_scans,scanned_documents_008.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/document_scans/scanned_documents_008.png
scanned_documents_009,expanded,independent,document_scans,scanned_documents_009.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/document_scans/scanned_documents_009.png
scanned_documents_010,expanded,independent,document_scans,scanned_documents_010.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/document_scans/scanned_documents_010.png
scanned_documents_011,expanded,independent,document_scans,scanned_documents_011.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/document_scans/scanned_documents_011.png
scanned_documents_012,expanded,independent,document_scans,scanned_documents_012.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/document_scans/scanned_documents_012.png
scanned_documents_013,expanded,independent,document_scans,scanned_documents_013.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/document_scans/scanned_documents_013.png
scanned_documents_014,expanded,independent,document_scans,scanned_documents_014.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/document_scans/scanned_documents_014.png
scanned_documents_015,expanded,independent,document_scans,scanned_documents_015.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/document_scans/scanned_documents_015.png
scanned_documents_016,expanded,independent,document_scans,scanned_documents_016.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/document_scans/scanned_documents_016.png
scanned_documents_017,expanded,independent,document_scans,scanned_documents_017.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/document_scans/scanned_documents_017.png
scanned_documents_018,expanded,independent,document_scans,scanned_documents_018.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/document_scans/scanned_documents_018.png
scanned_documents_019,expanded,independent,document_scans,scanned_documents_019.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/document_scans/scanned_documents_019.png
scanned_documents_020,expanded,independent,document_scans,scanned_documents_020.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/document_scans/scanned_documents_020.png
scanned_documents_021,expanded,independent,document_scans,scanned_documents_021.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/document_scans/scanned_documents_021.png
scanned_documents_022,expanded,independent,document_scans,scanned_documents_022.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/document_scans/scanned_documents_022.png
scanned_documents_023,expanded,independent,document_scans,scanned_documents_023.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/document_scans/scanned_documents_023.png
scanned_documents_024,expanded,independent,document_scans,scanned_documents_024.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/document_scans/scanned_documents_024.png
scanned_documents_025,expanded,independent,document_scans,scanned_documents_025.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/document_scans/scanned_documents_025.png
scanned_documents_026,expanded,independent,document_scans,scanned_documents_026.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/document_scans/scanned_documents_026.png
scanned_documents_027,expanded,independent,document_scans,scanned_documents_027.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/document_scans/scanned_documents_027.png
scanned_documents_028,expanded,independent,document_scans,scanned_documents_028.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/document_scans/scanned_documents_028.png
scanned_documents_029,expanded,independent,document_scans,scanned_documents_029.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/document_scans/scanned_documents_029.png
scanned_documents_030,expanded,independent,document_scans,scanned_documents_030.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/document_scans/scanned_documents_030.png
scanned_documents_031,expanded,independent,document_scans,scanned_documents_031.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/document_scans/scanned_documents_031.png
scanned_documents_032,expanded,independent,document_scans,scanned_documents_032.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/document_scans/scanned_documents_032.png
scanned_documents_033,expanded,independent,document_scans,scanned_documents_033.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/document_scans/scanned_documents_033.png
scanned_documents_034,expanded,independent,document_scans,scanned_documents_034.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/document_scans/scanned_documents_034.png
scanned_documents_035,expanded,independent,document_scans,scanned_documents_035.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/document_scans/scanned_documents_035.png
scanned_documents_036,expanded,independent,document_scans,scanned_documents_036.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/document_scans/scanned_documents_036.png
scanned_documents_037,expanded,independent,document_scans,scanned_documents_037.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/document_scans/scanned_documents_037.png
scanned_documents_038,expanded,independent,document_scans,scanned_documents_038.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/document_scans/scanned_documents_038.png
scanned_documents_039,expanded,independent,document_scans,scanned_documents_039.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/document_scans/scanned_documents_039.png
scanned_documents_040,expanded,independent,document_scans,scanned_documents_040.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/document_scans/scanned_documents_040.png
scanned_documents_041,expanded,independent,document_scans,scanned_documents_041.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/document_scans/scanned_documents_041.png
scanned_documents_042,expanded,independent,document_scans,scanned_documents_042.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/document_scans/scanned_documents_042.png
scanned_documents_043,expanded,independent,document_scans,scanned_documents_043.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/document_scans/scanned_documents_043.png
scanned_documents_044,expanded,independent,document_scans,scanned_documents_044.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/document_scans/scanned_documents_044.png
scanned_documents_045,expanded,independent,document_scans,scanned_documents_045.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/document_scans/scanned_documents_045.png
scanned_documents_046,expanded,independent,document_scans,scanned_documents_046.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/document_scans/scanned_documents_046.png
scanned_documents_047,expanded,independent,document_scans,scanned_documents_047.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/document_scans/scanned_documents_047.png
scanned_documents_048,expanded,independent,document_scans,scanned_documents_048.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/document_scans/scanned_documents_048.png
scanned_documents_049,expanded,independent,document_scans,scanned_documents_049.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/document_scans/scanned_documents_049.png
scanned_documents_050,expanded,independent,document_scans,scanned_documents_050.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/document_scans/scanned_documents_050.png
noisy_001,expanded,independent,noisy,noisy_001.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/noisy/noisy_001.png
noisy_002,expanded,independent,noisy,noisy_002.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/noisy/noisy_002.png
noisy_003,expanded,independent,noisy,noisy_003.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/noisy/noisy_003.png
noisy_004,expanded,independent,noisy,noisy_004.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/noisy/noisy_004.png
noisy_005,expanded,independent,noisy,noisy_005.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/noisy/noisy_005.png
noisy_006,expanded,independent,noisy,noisy_006.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/noisy/noisy_006.png
noisy_007,expanded,independent,noisy,noisy_007.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/noisy/noisy_007.png
noisy_008,expanded,independent,noisy,noisy_008.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/noisy/noisy_008.png
noisy_009,expanded,independent,noisy,noisy_009.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/noisy/noisy_009.png
noisy_010,expanded,independent,noisy,noisy_010.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/noisy/noisy_010.png
noisy_011,expanded,independent,noisy,noisy_011.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/noisy/noisy_011.png
noisy_012,expanded,independent,noisy,noisy_012.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/noisy/noisy_012.png
noisy_013,expanded,independent,noisy,noisy_013.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/noisy/noisy_013.png
noisy_014,expanded,independent,noisy,noisy_014.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/noisy/noisy_014.png
noisy_015,expanded,independent,noisy,noisy_015.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/noisy/noisy_015.png
noisy_016,expanded,independent,noisy,noisy_016.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/noisy/noisy_016.png
noisy_017,expanded,independent,noisy,noisy_017.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/noisy/noisy_017.png
noisy_018,expanded,independent,noisy,noisy_018.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/noisy/noisy_018.png
noisy_019,expanded,independent,noisy,noisy_019.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/noisy/noisy_019.png
noisy_020,expanded,independent,noisy,noisy_020.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/noisy/noisy_020.png
noisy_021,expanded,independent,noisy,noisy_021.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/noisy/noisy_021.png
